upload_type,publication_type,title,creators,description,access_right,license,publication_date,doi,contributors,communities,language,keywords,custom,journal_title,journal_volume,journal_issue,journal_pages,partof_title,partof_pages
publication,article,Severe acute respiratory syndrome coronavirus-like virus in Chinese horseshoe bats,"[{'name': 'Lau, Susanna K. P.'}, {'name': 'Woo, Patrick C. Y.'}, {'name': 'Li, Kenneth S. M.'}, {'name': 'Huang, Yi'}, {'name': 'Tsoi, Hoi-Wah'}, {'name': 'Wong, Beatrice H. L.'}, {'name': 'Wong, Samson S. Y.'}, {'name': 'Leung, Suet-Yi'}, {'name': 'Chan, Kwok-Hung'}, {'name': 'Yuen, Kwok-Yung'}]","Although the finding of severe acute respiratory syndrome coronavirus (SARS-CoV) in caged palm civets from live animal markets in China has provided evidence for interspecies transmission in the genesis of the SARS epidemic, subsequent studies suggested that the civet may have served only as an amplification host for SARS-CoV. In a surveillance study for CoV in noncaged animals from the wild areas of the Hong Kong Special Administration Region, we identified a CoV closely related to SARS-CoV (bat-SARS-CoV) from 23 (39\%) of 59 anal swabs of wild Chinese horseshoe bats (Rhinolophus sinicus) by using RT-PCR. Sequencing and analysis of three bat-SARS-CoV genomes from samples collected at different dates showed that bat-SARS-CoV is closely related to SARS-CoV from humans and civets. Phylogenetic analysis showed that bat-SARS-CoV formed a distinct cluster with SARS-CoV as group 2b CoV, distantly related to known group 2 CoV. Most differences between the bat-SARS-CoV and SARS-CoV genomes were observed in the spike genes, ORF 3 and ORF 8, which are the regions where most variations also were observed between human and civet SARS-CoV genomes. In addition, the presence of a 29-bp insertion in ORF 8 of bat-SARS-CoV genome, not in most human SARS-CoV genomes, suggests that it has a common ancestor with civet SARS-CoV. Antibody against recombinant bat-SARS-CoV nucleocapsid protein was detected in 84\% of Chinese horseshoe bats by using an enzyme immunoassay. Neutralizing antibody to human SARS-CoV also was detected in bats with lower viral loads. Precautions should be exercised in the handling of these animals.",open,cc-by,2005-9-30,10.1073/pnas.0506735102,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Rhinolophus sinicus', 'Chinese horseshoe bats'], 'object': ['bat-SARSCoV']}, {'subject': ['Himalayan palm civets'], 'object': ['SARS-CoV']}, {'subject': ['raccoon dog'], 'object': ['SARS-CoV']}]}",Proceedings of the National Academy of Sciences,102,39,14040--14045,,
publication,article,SARS-like virus in the Middle East: A truly bat-related coronavirus causing human diseases,"[{'name': 'Lu, Guangwen'}, {'name': 'Liu, Di'}]",No abstract found,open,cc-by,2012-11-30,10.1007/s13238-012-2811-1,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['bat'], 'object': ['Bat-CoV HKU4']}, {'subject': ['bat'], 'object': ['Bat-CoV HKU5']}, {'subject': ['bat'], 'object': ['BtCoV/133/2005']}, {'subject': ['bat'], 'object': ['bat SARS coronavirus HKU3-1', 'Bat-SARS-CoV HKU3']}, {'subject': ['bovine'], 'object': ['bovine coronavirus', 'BCoV']}, {'subject': ['feline'], 'object': ['feline infectious peritonitis virus', 'FIPV']}, {'subject': ['murine'], 'object': ['murine hepatitis virus', 'MHV']}, {'subject': ['porcine'], 'object': ['porcine epidemic diarrhea virus ', 'PEDV']}, {'subject': ['porcine'], 'object': ['porcine hemagglutinating encephalomyelitis virus', 'PHEV']}]}",Protein \& Cell,3,11,803--805,,
publication,article,The persistent prevalence and evolution of cross-family recombinant coronavirus GCCDC1 among a bat population: a two-year follow-up,"[{'name': 'Obameso, Joseph O.'}, {'name': 'Li, Hong'}, {'name': 'Jia, Hao'}, {'name': 'Han, Min'}, {'name': 'Zhu, Shiyan'}, {'name': 'Huang, Canping'}, {'name': 'Zhao, Yuhui'}, {'name': 'Zhao, Min'}, {'name': 'Bai, Yu'}, {'name': 'Yuan, Fei'}, {'name': 'Zhao, Honglan'}, {'name': 'Peng, Xia'}, {'name': 'Xu, Wen'}, {'name': 'Tan, Wenjie'}, {'name': 'Zhao, Yingze'}, {'name': 'Yuen, Kwok-Yung'}, {'name': 'Liu, William J.'}, {'name': 'Lu, Lin'}, {'name': 'Gao, George F.'}]","Bats are connected with the increasing numbers of emerging and re-emerging viruses that may break the species barrier and spread into the human population. Coronaviruses are one of the most common viruses discovered in bats, which were considered as the natural source of recent human-susceptible coronaviruses, i.e. SARS-COV and MERS-CoV. Our previous study reported the discovery of a bat-derived putative cross-family recombinant coronavirus with a reovirus gene p10, named as Ro-BatCoV GCCDC1. In this report, through a two-year follow-up of a special bat population in one specific cave of south China, we illustrate that Ro-BatCoV GCCDC1 persistently circulates among bats. Notably, through the longitudinal observation, we identified the dynamic evolution of Ro-BatCoV GCCDC1 in bats represented by continuously recombination events. Our study provides the first glimpse of the virus evolution in one longitudinally observed bat population cohort and underlines the surveillance and pre-warning of potential interspecies transmittable viruses in bats.",open,cc-by,2017-12-31,10.1007/s11427-017-9263-6,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['China', 'covid', 'covid-19', 'Coronavirus', 'Recombination', 'Follow-Up Studies', 'Prevalence', 'Sequence Analysis', 'DNA', 'Coronaviridae', 'Evolution', 'Molecular', 'Coronavirus Infections', 'pathogens', 'bat population', 'Viridae', 'pathogen-host', 'Animals', 'Genome', 'Viral', 'Phylogeny', 'biotic interaction', 'virus-host', 'Genes', 'corona viruses', 'evolution', 'biotic associations', 'CETAF-taskforce', 'coronavirus', 'biotic relations', 'Genetic', 'RNA', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Roussetus leschenaulti', 'bat'], 'object': ['Rousettus bat coronavirus GCCDC1', 'Ro-BatCoV GCCDC1']}]}",Science China. Life Sciences,60,12,1357--1363,,
publication,article,Replication and shedding of MERS-CoV in Jamaican fruit bats (Artibeus jamaicensis),"[{'name': 'Munster, Vincent J.'}, {'name': 'Adney, Danielle R.'}, {'name': 'van Doremalen, Neeltje'}, {'name': 'Brown, Vienna R.'}, {'name': 'Miazgowicz, Kerri L.'}, {'name': 'Milne-Price, Shauna'}, {'name': 'Bushmaker, Trenton'}, {'name': 'Rosenke, Rebecca'}, {'name': 'Scott, Dana'}, {'name': 'Hawkinson, Ann'}, {'name': 'de Wit, Emmie'}, {'name': 'Schountz, Tony'}, {'name': 'Bowen, Richard A.'}]",No abstract found,open,cc-by,2016-2-29,10.1038/srep21878,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Artibeus jamaicensis', 'Jamaican fruit bats'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Paguma larvata', 'palm civet'], 'object': ['SARS-CoV']}, {'subject': ['dromedary camel'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}]}",Scientific Reports,6,1,21878,,
publication,article,Virome analysis for identification of novel mammalian viruses in bats from Southeast China,"[{'name': 'Hu, Dan'}, {'name': 'Zhu, Changqiang'}, {'name': 'Wang, Yi'}, {'name': 'Ai, Lele'}, {'name': 'Yang, Lu'}, {'name': 'Ye, Fuqiang'}, {'name': 'Ding, Chenxi'}, {'name': 'Chen, Jiafeng'}, {'name': 'He, Biao'}, {'name': 'Zhu, Jin'}, {'name': 'Qian, Hui'}, {'name': 'Xu, Wenrong'}, {'name': 'Feng, Youjun'}, {'name': 'Tan, Weilong'}, {'name': 'Wang, Changjun'}]","Bats have been shown as important mammal resevoirs to carry a variety of zoonotic pathogens. To analyze pathogenic species in bats from southeast coastal regions of China, we performed metagenomic sequencing technology for high throughput sequencing of six sentinels from southeast coastal area of China. We obtained 5,990,261 high quality reads from intestine and lung tissue of 235 bats, including 2,975,371 assembled sequences. 631,490 reads predicted overlapping sequences for the open reading frame (ORF), which accounts for 2.37\% of all the sequences (15,012/631,490). Further, the acquired virus sequences were classified into 25 viral families, including 16 vertebrate viruses, four plant viruses and five insect viruses. All bat samples were screened by specific PCR and phylogenetic analysis. Using these techniques, we discovered many novel bat viruses and some bat viruses closely-related to known human/animal pathogens, including coronavirus, norovirus, adenovirus, bocavirus, astrovirus, and circovirus. In summary, this study extended our understanding of bats as the viral reservoirs. Additionally, it also provides a basis for furher studying the transmission of viruses from bats to humans.",open,cc-by,2017-9-30,10.1038/s41598-017-11384-w,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Viruses', 'dwc-virus: \\{sciVirus: Middle East respiratory syndrome (MERS)-associated coronavirus\\}', 'China', 'Virus Diseases', 'covid', 'dwc-virus: \\{sciVirus: severe acute respiratory syndrome (SARS)-like coronavirus', 'covid-19', 'dwc-relationship: dwc-host: \\{verHost: bat\\} dwc-virus: \\{sciVirus: Middle East respiratory syndrome (MERS)-associated coronavirus\\}', 'Sequence Analysis', 'DNA', 'dwc-virus: \\{abVirus: SARS-CoV\\}', 'Coronaviridae', 'Metagenomics', 'dwc-host: \\{verHost: bat\\}', 'Polymerase Chain Reaction', 'dwc-virus: \\{sciVirus: coronavirus\\}', 'dwc-host: \\{sciHost: Rhinolophus pusillus\\}', 'pathogens', 'Zoonoses', 'dwc-host: \\{verHost: Chinese horseshoe bats\\}', 'Viridae', 'dwc-relationship: dwc-host: \\{verHost: bat\\} dwc-virus: \\{sciVirus: severe acute respiratory syndrome (SARS)-like coronavirus', 'Animals', 'biotic relations', 'abVirus: SL-CoV\\}', 'Phylogeny', 'biotic interaction', 'virus-host', 'dwc-host: \\{sciHost: Rhinolophus ferrumequinum\\}', 'Lung', 'dwc-relationship: dwc-host: \\{verHost: Chinese horseshoe bats\\} dwc-virus: \\{abVirus: SARS-CoV\\}', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'Intestines', 'dwc-relationship: dwc-host: \\{sciHost: Rhinolophus pusillus\\} dwc-virus: \\{sciVirus: coronavirus\\}', 'dwc-relationship: dwc-host: \\{sciHost: Rhinolophus ferrumequinum\\} dwc-virus: \\{sciVirus: coronavirus\\}', 'pathogen-host', 'Chiroptera']",{'obo:RO_0002453': []},Scientific Reports,7,1,10917,,
publication,article,Purified coronavirus spike protein nanoparticles induce coronavirus neutralizing antibodies in mice,"[{'name': 'Coleman, Christopher M.'}, {'name': 'Liu, Ye V.'}, {'name': 'Mu, Haiyan'}, {'name': 'Taylor, Justin K.'}, {'name': 'Massare, Michael'}, {'name': 'Flyer, David C.'}, {'name': 'Glenn, Gregory M.'}, {'name': 'Smith, Gale E.'}, {'name': 'Frieman, Matthew B.'}]",No abstract found,open,cc-by,2014-5-31,10.1016/j.vaccine.2014.04.016,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['BALB/c mice'], 'object': ['Middle East Respi-ratory Syndrome Coronavirus', 'MERS-CoV']}, {'subject': ['BALB/c mice'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['bats'], 'object': ['Middle East Respi-ratory Syndrome Coronavirus', 'MERS-CoV']}, {'subject': ['bats'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['civet cats'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}]}",Vaccine,32,26,3169--3174,,
publication,article,Middle East Respiratory Syndrome Coronavirus (MERS-CoV) origin and animal reservoir,"[{'name': 'Mohd, Hamzah A.'}, {'name': 'Al-Tawfiq, Jaffar A.'}, {'name': 'Memish, Ziad A.'}]",No abstract found,open,cc-by,2016-6-30,10.1186/s12985-016-0544-0,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Artibeus jamaicensis', 'Jamaican fruit bats'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Eidolon helvum', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Eptesicus bottae', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Nycteris gambiensis', 'bat'], 'object': ['2c betacoronavirus (closely related to MERS-CoV)']}, {'subject': ['Pipistrellus kuhlii', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Pipistrellus', 'bat'], 'object': ['2c betacoronavirus (closely related to MERS-CoV)']}, {'subject': ['Rhinopoma hardwickii', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Rhinopoma microphyllum', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Rosettus aegyptiacus', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Taphozous perforatus', 'bat'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['Vicugna pacos', 'alpaca'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}, {'subject': ['bat'], 'object': ['BtCoV-HKU4']}, {'subject': ['bat'], 'object': ['BtCoVHKU5']}, {'subject': ['dromedary camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERS-CoV']}]}",Virology Journal,13,1,87,,
publication,article,Molecular diversity of coronaviruses in bats,"[{'name': 'Woo, Patrick C. Y.'}, {'name': 'Lau, Susanna K. P.'}, {'name': 'Li, Kenneth S. M.'}, {'name': 'Poon, Rosana W. S.'}, {'name': 'Wong, Beatrice H. L.'}, {'name': 'Tsoi, Hoi-wah'}, {'name': 'Yip, Bethanie C. K.'}, {'name': 'Huang, Yi'}, {'name': 'Chan, Kwok-hung'}, {'name': 'Yuen, Kwok-yung'}]","The existence of coronaviruses in bats is unknown until the recent discovery of bat-SARS-CoV in Chinese horseshoe bats and a novel group 1 coronavirus in other bat species. Among 309 bats of 13 species captured from 20 different locations in rural areas of Hong Kong over a 16-month period, coronaviruses were amplified from anal swabs of 37 (12\%) bats by RT-PCR. Phylogenetic analysis of RNA-dependent-RNA-polymerase (pol) and helicase genes revealed six novel coronaviruses from six different bat species, in addition to the two previously described coronaviruses. Among the six novel coronaviruses, four were group 1 coronaviruses (bat-CoV HKU2 from Chinese horseshoe bat, bat-CoV HKU6 from rickett's big-footed bat, bat-CoV HKU7 from greater bent-winged bat and bat-CoV HKU8 from lesser bent-winged bat) and two were group 2 coronaviruses (bat-CoV HKU4 from lesser bamboo bats and bat-CoV HKU5 from Japanese pipistrelles). An astonishing diversity of coronaviruses was observed in bats.",open,cc-by,2006-7-31,10.1016/j.virol.2006.02.041,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'Genetic Variation', 'corona viruses', 'biotic associations', 'Molecular Epidemiology', 'CETAF-taskforce', 'covid', 'Animals', 'covid-19', 'Phylogeny', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host', 'Molecular Sequence Data', 'Chiroptera']","{'obo:RO_0002453': [{'subject': ['Miniopterus magnater', 'greater bent-winged bat'], 'object': ['bat-CoV HKU7']}, {'subject': ['Miniopterus pusillus', 'lesser bent-winged bat'], 'object': ['bat-CoV HKU8']}, {'subject': ['Myotis ricketti', 'ricketts big-footed bat'], 'object': ['bat-CoV HKU6']}, {'subject': ['Pipistrellus abramus', 'Japanese pipistrelles'], 'object': ['bat-CoV HKU5']}, {'subject': ['Rhinolophus sinicus', 'Chinese horseshoe bat'], 'object': ['bat-CoV HKU2']}, {'subject': ['Tylonycteris pachypus', 'lesser bamboo bats'], 'object': ['bat-CoV HKU4']}, {'subject': ['Chinese horseshoe bats'], 'object': ['SARS-CoV-like']}, {'subject': ['Himalayan palm civets'], 'object': ['SARS-CoV-like viruses']}, {'subject': ['Japanese longwinged bats'], 'object': ['SARS-CoV-like']}, {'subject': ['horseshoe bats'], 'object': ['SARS-CoV-like']}, {'subject': ['large bentwinged bats'], 'object': ['a novel group 1 coronavirus']}, {'subject': ['lesser bent-winged bats'], 'object': ['a novel group 1 coronavirus', 'SARS-CoV-like']}, {'subject': ['raccoon dog'], 'object': ['SARS-CoV-like viruses']}]}",Virology,351,1,180--187,,
publication,article,"TNF-alpha, produced by feline infectious peritonitis virus (FIPV)-infected macrophages, upregulates expression of type II FIPV receptor feline aminopeptidase N in feline macrophages","[{'name': 'Takano, Tomomi'}, {'name': 'Hohdatsu, Tsutomu'}, {'name': 'Toda, Ayako'}, {'name': 'Tanabe, Maki'}, {'name': 'Koyama, Hiroyuki'}]",No abstract found,open,cc-by,2007-7-31,10.1016/j.virol.2007.02.006,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Felis catus', 'cat'], 'object': ['Feline coronavirus', 'FCoV']}, {'subject': ['Felis catus', 'cat'], 'object': ['feline enteric coronavirus', 'FECV']}, {'subject': ['Felis catus', 'cat'], 'object': ['feline infectious peritonitis virus', 'FIPV']}]}",Virology,364,1,64--72,,
publication,article,Rooting the Phylogenetic Tree of Middle East Respiratory Syndrome Coronavirus by Characterization of a Conspecific Virus from an African Bat,"[{'name': 'Corman, V. M.'}, {'name': 'Ithete, N. L.'}, {'name': 'Richards, L. R.'}, {'name': 'Schoeman, M. C.'}, {'name': 'Preiser, W.'}, {'name': 'Drosten, C.'}, {'name': 'Drexler, J. F.'}]",No abstract found,open,cc-by,2014-10-31,10.1128/JVI.01498-14,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Neoromicia capensis', 'bat'], 'object': ['Neoromicia bat CoV', 'NeoCoV']}, {'subject': ['Rhinolophus sinicus', 'bat'], 'object': ['SARS-related CoV']}, {'subject': ['African camel'], 'object': ['NRCE-HKU205']}, {'subject': ['bat'], 'object': ['HKU4']}, {'subject': ['bat'], 'object': ['HKU5']}, {'subject': ['camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERSCoV']}, {'subject': ['hedgehogs'], 'object': ['Erinaceus CoV', 'EriCoV']}, {'subject': ['mouse'], 'object': ['mouse hepatitis virus', 'MHV']}]}",Journal of Virology,88,19,11297--11303,,
publication,article,Structural Analysis of Major Species Barriers between Humans and Palm Civets for Severe Acute Respiratory Syndrome Coronavirus Infections,"[{'name': 'Li, Fang'}]","ABSTRACT 
It is believed that a novel coronavirus, severe acute respiratory syndrome coronavirus (SARS-CoV), was passed from palm civets to humans and caused the epidemic of SARS in 2002 to 2003. The major species barriers between humans and civets for SARS-CoV infections are the specific interactions between a defined receptor-binding domain (RBD) on a viral spike protein and its host receptor, angiotensin-converting enzyme 2 (ACE2). In this study a chimeric ACE2 bearing the critical N-terminal helix from civet and the remaining peptidase domain from human was constructed, and it was shown that this construct has the same receptor activity as civet ACE2. In addition, crystal structures of the chimeric ACE2 complexed with RBDs from various human and civet SARS-CoV strains were determined. These structures, combined with a previously determined structure of human ACE2 complexed with the RBD from a human SARS-CoV strain, have revealed a structural basis for understanding the major species barriers between humans and civets for SARS-CoV infections. They show that the major species barriers are determined by interactions between four ACE2 residues (residues 31, 35, 38, and 353) and two RBD residues (residues 479 and 487), that early civet SARS-CoV isolates were prevented from infecting human cells due to imbalanced salt bridges at the hydrophobic virus/receptor interface, and that SARS-CoV has evolved to gain sustained infectivity for human cells by eliminating unfavorable free charges at the interface through stepwise mutations at positions 479 and 487. These results enhance our understanding of host adaptations and cross-species infections of SARS-CoV and other emerging animal viruses.",open,cc-by,2008-7-31,10.1128/JVI.00442-08,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['palm civets'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}]}",Journal of Virology,82,14,6984--6991,,
publication,article,Molecular Determinants of Severe Acute Respiratory Syndrome Coronavirus Pathogenesis and Virulence in Young and Aged Mouse Models of Human Disease,"[{'name': 'Frieman, M.'}, {'name': 'Yount, B.'}, {'name': 'Agnihothram, S.'}, {'name': 'Page, C.'}, {'name': 'Donaldson, E.'}, {'name': 'Roberts, A.'}, {'name': 'Vogel, L.'}, {'name': 'Woodruff, B.'}, {'name': 'Scorpio, D.'}, {'name': 'Subbarao, K.'}, {'name': 'Baric, R. S.'}]",No abstract found,open,cc-by,2012-1-31,10.1128/JVI.05957-11,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['bats'], 'object': ['wild-type SARS-CoV']}, {'subject': ['civets'], 'object': ['wild-type SARS-CoV']}, {'subject': ['mice'], 'object': ['mouse-adapted SARS-CoVs']}]}",Journal of Virology,86,2,884--897,,
publication,article,Vaccine Efficacy in Senescent Mice Challenged with Recombinant SARS-CoV Bearing Epidemic and Zoonotic Spike Variants,"[{'name': 'Deming, Damon'}, {'name': 'Sheahan, Timothy'}, {'name': 'Heise, Mark'}, {'name': 'Yount, Boyd'}, {'name': 'Davis, Nancy'}, {'name': 'Sims, Amy'}, {'name': 'Suthar, Mehul'}, {'name': 'Harkema, Jack'}, {'name': 'Whitmore, Alan'}, {'name': 'Pickles, Raymond'}, {'name': 'West, Ande'}, {'name': 'Donaldson, Eric'}, {'name': 'Curtis, Kristopher'}, {'name': 'Johnston, Robert'}, {'name': 'Baric, Ralph'}]",No abstract found,open,cc-by,2006-12-31,10.1371/journal.pmed.0030525,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['bat'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['civets'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['domestic cats'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['mice'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['raccoon dogs'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['rodents'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}, {'subject': ['swine'], 'object': ['severe acute respiratory syndrome coronavirus', 'SARS-CoV']}]}",PLoS Medicine,3,12,e525,,
publication,article,Passive Immunotherapy with Dromedary Immune Serum in an Experimental Animal Model for Middle East Respiratory Syndrome Coronavirus Infection,"[{'name': 'Zhao, Jincun'}, {'name': 'Perera, Ranawaka A. P. M.'}, {'name': 'Kayali, Ghazi'}, {'name': 'Meyerholz, David'}, {'name': 'Perlman, Stanley'}, {'name': 'Peiris, Malik'}]","ABSTRACT 
Middle East respiratory syndrome (MERS) is a highly lethal pulmonary infection. Serum from convalescent MERS patients may provide some benefit but is not readily available. In contrast, nearly all camels in the Middle East have been infected with MERS-CoV. Here, we show that sera obtained from MERS-immune camels augment the kinetics of MERS-CoV clearance and reduce the severity of pathological changes in infected lungs, with efficacy proportional to the titer of MERS-CoV-neutralizing serum antibody. 

IMPORTANCE 
Middle East respiratory syndrome, caused by a coronavirus, is highly lethal, with a case fatality rate of 35 to 40\%. No specific therapy is available, and care is generally supportive. One promising approach is passive administration of sera from convalescent human MERS patients or other animals to exposed or infected patients. The vast majority of, if not all, camels in the Middle East have been infected with MERS-CoV, and some contain high titers of antibody to the virus. Here, we show that this antibody is protective if delivered either prophylactically or therapeutically to mice infected with MERS-CoV, indicating that this may be a useful intervention in infected patients.",open,cc-by,2015-6-30,10.1128/JVI.00446-15,"[{'name': 'Plazi', 'type': 'DataCurator'}]","[{'identifier': 'biosyslit'}, {'identifier': 'coviho'}, {'identifier': 'globalbioticinteractions'}]",eng,"['Coronaviridae', 'Viridae', 'corona viruses', 'biotic associations', 'CETAF-taskforce', 'covid', 'covid-19', 'pathogens', 'biotic interaction', 'virus-host', 'biotic relations', 'pathogen-host']","{'obo:RO_0002453': [{'subject': ['Neoromicia capensis', 'bat'], 'object': ['MERSCoV genetically related virus']}, {'subject': ['dromedaries'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERSCoV']}, {'subject': ['dromedary camels'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERSCoV']}, {'subject': ['mouse'], 'object': ['Middle East respiratory syndrome coronavirus', 'MERSCoV']}]}",Journal of Virology,89,11,6117--6120,,
